HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID
HGNC:17416	ADGRV1	84059	ENSG00000164199
HGNC:249	ADH1A	124	ENSG00000187758
HGNC:250	ADH1B	125	ENSG00000196616
HGNC:251	ADH1C	126	ENSG00000248144
HGNC:252	ADH4	127	ENSG00000198099
HGNC:253	ADH5	128	ENSG00000197894
HGNC:254	ADH5P1		
HGNC:22976	ADH5P2	343296	ENSG00000232676
HGNC:22991	ADH5P3	100131810	ENSG00000223694
HGNC:21377	ADH5P4	642443	ENSG00000233859
HGNC:54523	ADH5P5		ENSG00000234865
HGNC:255	ADH6	130	ENSG00000172955
HGNC:256	ADH7	131	ENSG00000196344
HGNC:16354	ADHFE1	137872	ENSG00000147576
HGNC:30576	ADI1	55256	ENSG00000182551
HGNC:52339	ADI1P1	100130936	ENSG00000235102
HGNC:52340	ADI1P2	100288971	ENSG00000250684
HGNC:52341	ADI1P3	100288129	ENSG00000258369
HGNC:28606	ADIG	149685	ENSG00000182035
HGNC:13633	ADIPOQ	9370	ENSG00000181092
HGNC:40648	ADIPOQ-AS1	100874095	ENSG00000226482
HGNC:24040	ADIPOR1	51094	ENSG00000159346
HGNC:44910	ADIPOR1P1	645220	ENSG00000232497
HGNC:44911	ADIPOR1P2	390503	ENSG00000258805
HGNC:24041	ADIPOR2	79602	ENSG00000006831
HGNC:16477	ADIR		
HGNC:24043	ADIRF	10974	ENSG00000148671
HGNC:45127	ADIRF-AS1	100133190	ENSG00000272734
HGNC:257	ADK	132	ENSG00000156110
HGNC:258	ADL		
HGNC:259	ADM	133	ENSG00000148926
HGNC:28898	ADM2	79924	ENSG00000128165
HGNC:27293	ADM5	199800	ENSG00000224420
HGNC:260	ADMLX		
HGNC:261	ADMLY		
HGNC:15766	ADNP	23394	ENSG00000101126
HGNC:51227	ADNP-AS1	101927631	ENSG00000259456
HGNC:23803	ADNP2	22850	ENSG00000101544
HGNC:23506	ADO	84890	ENSG00000181915
HGNC:262	ADORA1	134	ENSG00000163485
HGNC:263	ADORA2A	135	ENSG00000128271
HGNC:37122	ADORA2A-AS1	646023	ENSG00000178803
HGNC:264	ADORA2B	136	ENSG00000170425
HGNC:265	ADORA2BP1	137	ENSG00000236136
HGNC:266	ADORA2L1		
HGNC:267	ADORA2L2		
HGNC:268	ADORA3	140	ENSG00000282608
HGNC:25250	ADPGK	83440	ENSG00000159322
HGNC:44144	ADPGK-AS1	100287559	ENSG00000260898
HGNC:269	ADPRH	141	ENSG00000144843
HGNC:21303	ADPRHL1	113622	ENSG00000153531
HGNC:30925	ADPRM	56985	ENSG00000170222
HGNC:21304	ADPRS	54936	ENSG00000116863
HGNC:277	ADRA1A	148	ENSG00000120907
HGNC:278	ADRA1B	147	ENSG00000170214
HGNC:279	ADRA1C		
HGNC:280	ADRA1D	146	ENSG00000171873
HGNC:281	ADRA2A	150	ENSG00000150594
HGNC:282	ADRA2B	151	ENSG00000274286
HGNC:283	ADRA2C	152	ENSG00000184160
HGNC:284	ADRA2L1		
HGNC:285	ADRB1	153	ENSG00000043591
HGNC:286	ADRB2	154	ENSG00000169252
HGNC:287	ADRB2RL1		
HGNC:288	ADRB3	155	ENSG00000188778
HGNC:15759	ADRM1	11047	ENSG00000130706
HGNC:291	ADSL	158	ENSG00000239900
HGNC:20093	ADSS1	122622	ENSG00000185100
HGNC:292	ADSS2	159	ENSG00000035687
HGNC:293	ADT		
HGNC:294	ADTAA		
HGNC:295	ADTAB		
HGNC:296	ADTB1		
HGNC:299	ADTB2		
HGNC:300	ADTG		
HGNC:21214	ADTRP	84830	ENSG00000111863
HGNC:301	AE1		
HGNC:302	AE2		
HGNC:303	AEBP1	165	ENSG00000106624
HGNC:24051	AEBP2	121536	ENSG00000139154
HGNC:305	AEMK		
HGNC:25722	AEN	64782	ENSG00000181026
HGNC:306	AEPLC		
HGNC:308	AEZ		
HGNC:309	AF8T		
HGNC:310	AFA		
HGNC:24017	AFAP1	60312	ENSG00000196526
HGNC:28141	AFAP1-AS1	84740	ENSG00000272620
HGNC:26714	AFAP1L1	134265	ENSG00000157510
HGNC:25901	AFAP1L2	84632	ENSG00000169129
HGNC:311	AFCP		
HGNC:312	AFD1		
HGNC:7137	AFDN	4301	ENSG00000130396
HGNC:21236	AFDN-DT	653483	ENSG00000198221
HGNC:7135	AFF1	4299	ENSG00000172493
HGNC:53447	AFF1-AS1	100506746	
HGNC:3776	AFF2	2334	ENSG00000155966
HGNC:41334	AFF2-IT1		ENSG00000223516
HGNC:6473	AFF3	3899	ENSG00000144218
HGNC:17869	AFF4	27125	ENSG00000072364
HGNC:55235	AFF4-DT		ENSG00000272023
HGNC:16411	AFG1L	246269	ENSG00000135537
HGNC:313	AFG3		
HGNC:314	AFG3L1P	172	ENSG00000223959
HGNC:315	AFG3L2	10939	ENSG00000141385
HGNC:24169	AFG3L2P1	347028	ENSG00000253606
HGNC:316	AFM	173	ENSG00000079557
HGNC:20910	AFMID	125061	ENSG00000183077
HGNC:317	AFP	174	ENSG00000081051
HGNC:25951	AFTPH	54812	ENSG00000119844
HGNC:318	AGA	175	ENSG00000038002
HGNC:16922	AGAP1	116987	ENSG00000157985
HGNC:41427	AGAP1-IT1	100506749	ENSG00000235529
HGNC:16921	AGAP2	116986	ENSG00000135439
HGNC:48633	AGAP2-AS1	100130776	ENSG00000255737
HGNC:16923	AGAP3	116988	ENSG00000133612
HGNC:23459	AGAP4	119016	ENSG00000188234
HGNC:23467	AGAP5	729092	ENSG00000172650
HGNC:23466	AGAP6	414189	ENSG00000204149
HGNC:23465	AGAP7P	653268	ENSG00000264204
HGNC:23464	AGAP8		
HGNC:23463	AGAP9	642517	ENSG00000204172
HGNC:23462	AGAP10		
HGNC:23659	AGAP10P	653234	ENSG00000230869
HGNC:29421	AGAP11	119385	ENSG00000261011
HGNC:23661	AGAP12P	414224	ENSG00000265018
HGNC:23499	AGAP13P	728005	ENSG00000243289
HGNC:23660	AGAP14P	653259	ENSG00000279058
HGNC:26504	AGBL1	123624	ENSG00000273540
HGNC:48617	AGBL1-AS1	727915	ENSG00000260125
HGNC:26296	AGBL2	79841	ENSG00000165923
HGNC:27981	AGBL3	340351	ENSG00000146856
HGNC:25892	AGBL4	84871	ENSG00000186094
HGNC:41123	AGBL4-AS1	101929721	ENSG00000230114
HGNC:41482	AGBL4-IT1		ENSG00000225623
HGNC:26147	AGBL5	60509	ENSG00000084693
HGNC:41133	AGBL5-AS1		ENSG00000231636
HGNC:41484	AGBL5-IT1		ENSG00000229122
HGNC:320	AGER	177	ENSG00000204305
HGNC:5175	AGFG1	3267	ENSG00000173744
HGNC:5177	AGFG2	3268	ENSG00000106351
HGNC:24684	AGGF1	55109	ENSG00000164252
HGNC:38051	AGGF1P1	100132380	ENSG00000214273
HGNC:38052	AGGF1P2	644435	ENSG00000233435
HGNC:38053	AGGF1P3	391552	ENSG00000241532
HGNC:38054	AGGF1P4	100129351	ENSG00000261689
HGNC:51741	AGGF1P5	100128103	ENSG00000260680
HGNC:51744	AGGF1P6		ENSG00000259836
HGNC:51740	AGGF1P7	100132606	ENSG00000260994
HGNC:51745	AGGF1P8	100128804	ENSG00000261752
HGNC:51746	AGGF1P9	100127958	ENSG00000260427
HGNC:51747	AGGF1P10	100288774	ENSG00000282968
HGNC:21869	AGK	55750	ENSG00000006530
HGNC:55356	AGK-DT	105375538	ENSG00000261570
HGNC:37661	AGKP1	359793	ENSG00000226555
HGNC:55132	AGKP2	392543	ENSG00000228819
HGNC:321	AGL	178	ENSG00000162688
HGNC:18407	AGMAT	79814	ENSG00000116771
HGNC:33784	AGMO	392636	ENSG00000187546
HGNC:322	AGMX1		
HGNC:323	AGMX2		
HGNC:3262	AGO1	26523	ENSG00000092847
HGNC:3263	AGO2	27161	ENSG00000123908
HGNC:18421	AGO3	192669	ENSG00000126070
HGNC:18424	AGO4	192670	ENSG00000134698
HGNC:324	AGPAT1	10554	ENSG00000204310
HGNC:325	AGPAT2	10555	ENSG00000169692
HGNC:326	AGPAT3	56894	ENSG00000160216
HGNC:20885	AGPAT4	56895	ENSG00000026652
HGNC:20988	AGPAT4-IT1	79992	ENSG00000279355
HGNC:20886	AGPAT5	55326	ENSG00000155189
HGNC:37709	AGPAT5P1	646231	ENSG00000234652
HGNC:327	AGPS	8540	ENSG00000018510
HGNC:328	AGR2	10551	ENSG00000106541
HGNC:24167	AGR3	155465	ENSG00000173467
HGNC:329	AGRN	375790	ENSG00000188157
HGNC:330	AGRP	181	ENSG00000159723
HGNC:331	AGS		
HGNC:332	AGS1		
HGNC:31917	AGS2		
HGNC:333	AGT	183	ENSG00000135744
HGNC:334	AGTBP		
HGNC:335	AGTIL		
HGNC:17258	AGTPBP1	23287	ENSG00000135049
HGNC:336	AGTR1	185	ENSG00000144891
HGNC:337	AGTR1B		
HGNC:338	AGTR2	186	ENSG00000180772
HGNC:13539	AGTRAP	57085	ENSG00000177674
HGNC:340	AGTRL2		
HGNC:341	AGXT	189	ENSG00000172482
HGNC:14412	AGXT2	64902	ENSG00000113492
HGNC:342	AHC		
HGNC:24618	AHCTF1	25909	ENSG00000153207
HGNC:24620	AHCTF1P1	285116	ENSG00000226121
HGNC:343	AHCY	191	ENSG00000101444
HGNC:344	AHCYL1	10768	ENSG00000168710
HGNC:22204	AHCYL2	23382	ENSG00000158467
HGNC:44993	AHCYP1	340844	
HGNC:44994	AHCYP2	392387	ENSG00000238181
HGNC:44995	AHCYP3	402093	ENSG00000233955
HGNC:44996	AHCYP4	129560	ENSG00000232992
HGNC:44997	AHCYP5	391470	ENSG00000213107
HGNC:44998	AHCYP6	100419714	
HGNC:44999	AHCYP7	645486	ENSG00000259465
HGNC:45000	AHCYP8		ENSG00000242529
HGNC:25230	AHDC1	27245	ENSG00000126705
HGNC:345	AHDS		
HGNC:21575	AHI1	54806	ENSG00000135541
HGNC:347	AHNAK	79026	ENSG00000124942
HGNC:20125	AHNAK2	113146	ENSG00000185567
HGNC:348	AHR	196	ENSG00000106546
HGNC:346	AHRR	57491	ENSG00000063438
HGNC:1189	AHSA1	10598	ENSG00000100591
HGNC:20437	AHSA2P	130872	ENSG00000173209
HGNC:349	AHSG	197	ENSG00000145192
HGNC:18075	AHSP	51327	ENSG00000169877
HGNC:350	AIC		
HGNC:13203	AICDA	57379	ENSG00000111732
HGNC:25761	AIDA	64853	ENSG00000186063
HGNC:54663	AIDAP1	646050	ENSG00000230154
HGNC:54664	AIDAP2	646890	ENSG00000251429
HGNC:54665	AIDAP3	100128360	ENSG00000264189
HGNC:351	AIED		
HGNC:352	AIF1	199	ENSG00000204472
HGNC:28904	AIF1L	83543	ENSG00000126878
HGNC:8768	AIFM1	9131	ENSG00000156709
HGNC:44884	AIFM1P1	645120	ENSG00000225509
HGNC:21411	AIFM2	84883	ENSG00000042286
HGNC:26398	AIFM3	150209	ENSG00000183773
HGNC:21607	AIG1	51390	ENSG00000146416
HGNC:43926	AIG1P1		ENSG00000249089
HGNC:353	AIH1		
HGNC:354	AIH2		
HGNC:355	AIH3		
HGNC:357	AIM2	9447	ENSG00000163568
HGNC:10648	AIMP1	9255	ENSG00000164022
HGNC:16543	AIMP1P1	170547	ENSG00000234187
HGNC:43693	AIMP1P2	100873064	ENSG00000227177
HGNC:20609	AIMP2	7965	ENSG00000106305
HGNC:358	AIP	9049	ENSG00000110711
HGNC:359	AIPL1	23746	ENSG00000129221
HGNC:360	AIRE	326	ENSG00000160224
HGNC:34515	AIRN	100271873	ENSG00000268257
HGNC:16304	AIS1		
HGNC:23054	AIS2		
HGNC:23083	AIS3		
HGNC:30801	AJAP1	55966	ENSG00000196581
HGNC:37284	AJM1	389813	ENSG00000232434
HGNC:20250	AJUBA	84962	ENSG00000129474
HGNC:361	AK1	203	ENSG00000106992
HGNC:362	AK2	204	ENSG00000004455
HGNC:24037	AK2P1	266920	
HGNC:33542	AK2P2	339736	ENSG00000242272
HGNC:17376	AK3	50808	ENSG00000147853
HGNC:31099	AK3P2	100419074	ENSG00000250115
HGNC:39062	AK3P3	100419075	ENSG00000230042
HGNC:39063	AK3P4	100129959	ENSG00000248722
HGNC:39064	AK3P5	100288319	ENSG00000228816
HGNC:39065	AK3P6	100873789	
HGNC:363	AK4	205	ENSG00000162433
HGNC:364	AK4P1	206	ENSG00000263535
HGNC:39066	AK4P2	100132104	ENSG00000249410
HGNC:21596	AK4P3	645619	ENSG00000233381
HGNC:39067	AK4P4	100128705	ENSG00000223621
HGNC:39068	AK4P5	100526416	ENSG00000217377
HGNC:39069	AK4P6	649288	ENSG00000235606
HGNC:365	AK5	26289	ENSG00000154027
HGNC:49151	AK6	102157402	ENSG00000085231
HGNC:366	AK6		
HGNC:51678	AK6P1	100132086	ENSG00000256614
HGNC:51679	AK6P2	100128817	ENSG00000257173
HGNC:20091	AK7	122481	ENSG00000140057
HGNC:26526	AK8	158067	ENSG00000165695
HGNC:33814	AK9	221264	ENSG00000155085
HGNC:28285	AKAIN1	642597	ENSG00000231824
HGNC:367	AKAP1	8165	ENSG00000121057
HGNC:55339	AKAP1-DT		ENSG00000263004
HGNC:372	AKAP2		
HGNC:373	AKAP3	10566	ENSG00000111254
HGNC:374	AKAP4	8852	ENSG00000147081
HGNC:375	AKAP5	9495	ENSG00000179841
HGNC:376	AKAP6	9472	ENSG00000151320
HGNC:377	AKAP7	9465	ENSG00000118507
HGNC:378	AKAP8	10270	ENSG00000105127
HGNC:29857	AKAP8L	26993	ENSG00000011243
HGNC:49758	AKAP8P1	646114	ENSG00000234146
HGNC:379	AKAP9	10142	ENSG00000127914
HGNC:368	AKAP10	11216	ENSG00000108599
HGNC:369	AKAP11	11215	ENSG00000023516
HGNC:39939	AKAP11-IT1		
HGNC:370	AKAP12	9590	ENSG00000131016
HGNC:371	AKAP13	11214	ENSG00000170776
HGNC:24061	AKAP14	158798	ENSG00000186471
HGNC:18783	AKAP17A	8227	ENSG00000197976
HGNC:38514	AKAP17BP	139516	ENSG00000214992
HGNC:21618	AKD2		
HGNC:1170	AKIP1	56672	ENSG00000166452
HGNC:25744	AKIRIN1	79647	ENSG00000174574
HGNC:50794	AKIRIN1P1	100418731	ENSG00000257786
HGNC:50797	AKIRIN1P2		ENSG00000228125
HGNC:21407	AKIRIN2	55122	ENSG00000135334
HGNC:28822	AKIRIN2-AS1		
HGNC:50796	AKIRIN2P1	100216487	ENSG00000251482
HGNC:24108	AKNA	80709	ENSG00000106948
HGNC:28398	AKNAD1	254268	ENSG00000162641
HGNC:380	AKR1A1	10327	ENSG00000117448
HGNC:381	AKR1B1	231	ENSG00000085662
HGNC:420	AKR1B1P1	401982	ENSG00000229991
HGNC:425	AKR1B1P2	236	ENSG00000213452
HGNC:422	AKR1B1P3	729347	ENSG00000213785
HGNC:423	AKR1B1P4	390402	ENSG00000237876
HGNC:20002	AKR1B1P5	390482	ENSG00000258685
HGNC:33498	AKR1B1P6	100129769	ENSG00000225212
HGNC:33497	AKR1B1P7	126242	ENSG00000266899
HGNC:33496	AKR1B1P8	392525	ENSG00000231371
HGNC:382	AKR1B10	57016	ENSG00000198074
HGNC:45062	AKR1B10P1	340888	ENSG00000213606
HGNC:45063	AKR1B10P2	643582	ENSG00000263355
HGNC:383	AKR1B11		
HGNC:37281	AKR1B15	441282	ENSG00000227471
HGNC:384	AKR1C1	1645	ENSG00000187134
HGNC:385	AKR1C2	1646	ENSG00000151632
HGNC:386	AKR1C3	8644	ENSG00000196139
HGNC:387	AKR1C4	1109	ENSG00000198610
HGNC:44679	AKR1C5P	100996684	ENSG00000225418
HGNC:44680	AKR1C6P	389932	ENSG00000151631
HGNC:44681	AKR1C7P	648947	ENSG00000215267
HGNC:23469	AKR1C8P	340811	ENSG00000264006
HGNC:388	AKR1D1	6718	ENSG00000122787
HGNC:11288	AKR1D1P1	80701	ENSG00000227776
HGNC:23437	AKR1E2	83592	ENSG00000165568
HGNC:389	AKR7A2	8574	ENSG00000053371
HGNC:24062	AKR7A2P1	246182	ENSG00000229020
HGNC:55059	AKR7A2P2	159007	ENSG00000224341
HGNC:390	AKR7A3	22977	ENSG00000162482
HGNC:24056	AKR7L	246181	ENSG00000211454
HGNC:391	AKT1	207	ENSG00000142208
HGNC:28426	AKT1S1	84335	ENSG00000204673
HGNC:392	AKT2	208	ENSG00000105221
HGNC:393	AKT3	10000	ENSG00000117020
HGNC:41304	AKT3-IT1		ENSG00000228939
HGNC:16710	AKTIP	64400	ENSG00000166971
HGNC:394	AKU		
HGNC:395	ALAD	210	ENSG00000148218
HGNC:396	ALAS1	211	ENSG00000023330
HGNC:397	ALAS2	212	ENSG00000158578
HGNC:398	ALAS3		
HGNC:399	ALB	213	ENSG00000163631
HGNC:400	ALCAM	214	ENSG00000170017
HGNC:401	ALD		
HGNC:402	ALDH1A1	216	ENSG00000165092
HGNC:15472	ALDH1A2	8854	ENSG00000128918
HGNC:409	ALDH1A3	220	ENSG00000184254
HGNC:407	ALDH1B1	219	ENSG00000137124
HGNC:3978	ALDH1L1	10840	ENSG00000144908
HGNC:40244	ALDH1L1-AS1		ENSG00000250218
HGNC:42446	ALDH1L1-AS2		ENSG00000246022
HGNC:26777	ALDH1L2	160428	ENSG00000136010
HGNC:404	ALDH2	217	ENSG00000111275
HGNC:405	ALDH3A1	218	ENSG00000108602
HGNC:403	ALDH3A2	224	ENSG00000072210
HGNC:410	ALDH3B1	221	ENSG00000006534
HGNC:411	ALDH3B2	222	ENSG00000132746
HGNC:406	ALDH4A1	8659	ENSG00000159423
HGNC:408	ALDH5A1	7915	ENSG00000112294
HGNC:7179	ALDH6A1	4329	ENSG00000119711
HGNC:877	ALDH7A1	501	ENSG00000164904
HGNC:878	ALDH7A1P1	541	ENSG00000251400
HGNC:879	ALDH7A1P2	542	ENSG00000232292
HGNC:880	ALDH7A1P3	543	ENSG00000243853
HGNC:881	ALDH7A1P4	544	ENSG00000234489
HGNC:15471	ALDH8A1	64577	ENSG00000118514
HGNC:412	ALDH9A1	223	ENSG00000143149
HGNC:28114	ALDH16A1	126133	ENSG00000161618
HGNC:9722	ALDH18A1	5832	ENSG00000059573
HGNC:413	ALDL1		
HGNC:414	ALDOA	226	ENSG00000149925
HGNC:415	ALDOAP1	391538	ENSG00000242849
HGNC:416	ALDOAP2	228	ENSG00000214297
HGNC:417	ALDOB	229	ENSG00000136872
HGNC:418	ALDOC	230	ENSG00000109107
HGNC:419	ALDR1		
HGNC:421	ALDRL2		
HGNC:424	ALDRL5		
HGNC:426	ALFN1		
HGNC:18294	ALG1	56052	ENSG00000033011
HGNC:33721	ALG1L	200810	ENSG00000189366
HGNC:37258	ALG1L2	644974	ENSG00000251287
HGNC:44372	ALG1L3P	100132066	ENSG00000251087
HGNC:44374	ALG1L5P	647415	ENSG00000226943
HGNC:44375	ALG1L6P	339879	ENSG00000238278
HGNC:44376	ALG1L7P	728263	ENSG00000251271
HGNC:44377	ALG1L8P	645015	ENSG00000227620
HGNC:44378	ALG1L9P	285407	ENSG00000254978
HGNC:44379	ALG1L10P		ENSG00000254016
HGNC:44380	ALG1L11P		ENSG00000249889
HGNC:44381	ALG1L12P	100421097	ENSG00000250794
HGNC:44382	ALG1L13P		ENSG00000253981
HGNC:44383	ALG1L14P	100996649	ENSG00000250268
HGNC:44384	ALG1L15P	730086	ENSG00000242017
HGNC:23159	ALG2	85365	ENSG00000119523
HGNC:23056	ALG3	10195	ENSG00000214160
HGNC:45159	ALG3P1	442131	ENSG00000251568
HGNC:20266	ALG5	29880	ENSG00000120697
HGNC:23157	ALG6	29929	ENSG00000088035
HGNC:23161	ALG8	79053	ENSG00000159063
HGNC:15672	ALG9	79796	ENSG00000086848
HGNC:41409	ALG9-IT1		ENSG00000254450
HGNC:23162	ALG10	84920	ENSG00000139133
HGNC:31088	ALG10B	144245	ENSG00000175548
HGNC:32456	ALG11	440138	ENSG00000253710
HGNC:19358	ALG12	79087	ENSG00000182858
HGNC:30881	ALG13	79868	ENSG00000101901
HGNC:41277	ALG13-AS1		ENSG00000229487
HGNC:28287	ALG14	199857	ENSG00000172339
HGNC:41192	ALG14-AS1	101928098	ENSG00000230427
HGNC:427	ALK	238	ENSG00000171094
HGNC:33775	ALKAL1	389658	ENSG00000196711
HGNC:27683	ALKAL2	285016	ENSG00000189292
HGNC:17911	ALKBH1	8846	ENSG00000100601
HGNC:32487	ALKBH2	121642	ENSG00000189046
HGNC:30141	ALKBH3	221120	ENSG00000166199
HGNC:48670	ALKBH3-AS1	100507300	ENSG00000244926
HGNC:21900	ALKBH4	54784	ENSG00000160993
HGNC:25996	ALKBH5	54890	ENSG00000091542
HGNC:28243	ALKBH6	84964	ENSG00000239382
HGNC:21306	ALKBH7	84266	ENSG00000125652
HGNC:25189	ALKBH8	91801	ENSG00000137760
HGNC:17377	ALLC	55821	ENSG00000151360
HGNC:428	ALMS1	7840	ENSG00000116127
HGNC:41305	ALMS1-IT1	100874291	ENSG00000230002
HGNC:29586	ALMS1P1	200420	ENSG00000163016
HGNC:435	ALOX5	240	ENSG00000012779
HGNC:436	ALOX5AP	241	ENSG00000132965
HGNC:429	ALOX12	239	ENSG00000108839
HGNC:51342	ALOX12-AS1	100506713	ENSG00000215067
HGNC:430	ALOX12B	242	ENSG00000179477
HGNC:431	ALOX12P1	243	ENSG00000264958
HGNC:432	ALOX12P2	245	ENSG00000262943
HGNC:433	ALOX15	246	ENSG00000161905
HGNC:434	ALOX15B	247	ENSG00000179593
HGNC:13742	ALOX15P1	100652883	ENSG00000274114
HGNC:39027	ALOX15P2	642959	ENSG00000188101
HGNC:13743	ALOXE3	59344	ENSG00000179148
HGNC:44238	ALOXE3P1	100420216	ENSG00000275011
HGNC:441	ALPG	251	ENSG00000163286
HGNC:437	ALPI	248	ENSG00000163295
HGNC:20917	ALPK1	80216	ENSG00000073331
HGNC:20565	ALPK2	115701	ENSG00000198796
HGNC:17574	ALPK3	57538	ENSG00000136383
HGNC:438	ALPL	249	ENSG00000162551
HGNC:439	ALPP	250	ENSG00000163283
HGNC:440	ALPPL1		
HGNC:14016	ALPPP		
HGNC:442	ALS1		
HGNC:443	ALS2	57679	ENSG00000003393
HGNC:20605	ALS2CL	259173	ENSG00000178038
HGNC:13204	ALS2CR1		
HGNC:14433	ALS2CR6		
HGNC:14441	ALS2CR14		
HGNC:14443	ALS2CR16		
HGNC:14444	ALS2CR17		
HGNC:14445	ALS2CR18		
HGNC:444	ALS3		
HGNC:446	ALS5		
HGNC:34540	ALS6		
HGNC:34539	ALS7		
HGNC:448	ALUNC		
HGNC:1494	ALX1	8092	ENSG00000180318
HGNC:449	ALX3	257	ENSG00000156150
HGNC:450	ALX4	60529	ENSG00000052850
HGNC:19071	ALYREF	10189	ENSG00000183684
HGNC:451	AMACR	23600	ENSG00000242110
HGNC:452	AMBN	258	ENSG00000178522
HGNC:453	AMBP	259	ENSG00000106927
HGNC:25990	AMBRA1	55626	ENSG00000110497
HGNC:454	AMCD1		
HGNC:455	AMCD2B		
HGNC:456	AMCN		
HGNC:457	AMD1	262	ENSG00000123505
HGNC:44898	AMD1P1	100133024	ENSG00000228339
HGNC:460	AMD1P2	263	ENSG00000237801
HGNC:51608	AMD1P3	728931	ENSG00000249286
HGNC:51609	AMD1P4	100129761	ENSG00000215124
HGNC:458	AMD2		
HGNC:28577	AMDHD1	144193	ENSG00000139344
HGNC:24262	AMDHD2	51005	ENSG00000162066
HGNC:459	AMDM		
HGNC:461	AMELX	265	ENSG00000125363
HGNC:462	AMELY	266	ENSG00000099721
HGNC:26837	AMER1	139285	ENSG00000184675
HGNC:26360	AMER2	219287	ENSG00000165566
HGNC:26771	AMER3	205147	ENSG00000178171
HGNC:463	AMFR	267	ENSG00000159461
HGNC:464	AMH	268	ENSG00000104899
HGNC:465	AMHR2	269	ENSG00000135409
HGNC:20824	AMIGO1	57463	ENSG00000181754
HGNC:24073	AMIGO2	347902	ENSG00000139211
HGNC:24075	AMIGO3	386724	ENSG00000176020
HGNC:466	AMLCR2		
HGNC:467	AMMECR1	9949	ENSG00000101935
HGNC:41306	AMMECR1-IT1		ENSG00000224142
HGNC:28658	AMMECR1L	83607	ENSG00000144233
HGNC:39809	AMMECR1LP1	100420921	ENSG00000233273
HGNC:14604	AMN	81693	ENSG00000166126
HGNC:27281	AMN1	196394	ENSG00000151743
HGNC:17810	AMOT	154796	ENSG00000126016
HGNC:17811	AMOTL1	154810	ENSG00000166025
HGNC:17812	AMOTL2	51421	ENSG00000114019
HGNC:468	AMPD1	270	ENSG00000116748
HGNC:469	AMPD2	271	ENSG00000116337
HGNC:470	AMPD3	272	ENSG00000133805
HGNC:471	AMPH	273	ENSG00000078053
HGNC:472	AMPHL		
HGNC:473	AMT	275	ENSG00000145020
HGNC:33188	AMTN	401138	ENSG00000187689
HGNC:474	AMY1A	276	ENSG00000237763
HGNC:475	AMY1B	277	ENSG00000174876
HGNC:476	AMY1C	278	ENSG00000187733
HGNC:477	AMY2A	279	ENSG00000243480
HGNC:478	AMY2B	280	ENSG00000240038
HGNC:479	AMYP1	281	ENSG00000227408
HGNC:22231	AMZ1	155185	ENSG00000174945
HGNC:28041	AMZ2	51321	ENSG00000196704
HGNC:26491	AMZ2P1	201283	ENSG00000214174
HGNC:38072	AMZ2P2	100421018	ENSG00000219249
HGNC:54911	AMZ2P3	100128929	ENSG00000233807
HGNC:480	AN1		
HGNC:481	AN2		
HGNC:19988	ANAPC1	64682	ENSG00000153107
HGNC:44150	ANAPC1P1	100286979	ENSG00000233673
HGNC:54708	ANAPC1P2	285074	ENSG00000231259
HGNC:54709	ANAPC1P3	100420889	ENSG00000230395
HGNC:54710	ANAPC1P4	730268	ENSG00000234231
HGNC:54711	ANAPC1P5	100420890	ENSG00000275597
HGNC:54712	ANAPC1P6	402096	ENSG00000235486
HGNC:19989	ANAPC2	29882	ENSG00000176248
HGNC:19990	ANAPC4	29945	ENSG00000053900
HGNC:15713	ANAPC5	51433	ENSG00000089053
HGNC:17380	ANAPC7	51434	ENSG00000196510
HGNC:24077	ANAPC10	10393	ENSG00000164162
HGNC:33976	ANAPC10P1	729198	ENSG00000213735
HGNC:14452	ANAPC11	51529	ENSG00000141552
HGNC:24540	ANAPC13	25847	ENSG00000129055
HGNC:24531	ANAPC15	25906	ENSG00000110200
HGNC:54888	ANAPC15P1	100128808	ENSG00000231619
HGNC:54889	ANAPC15P2		ENSG00000232601
HGNC:26976	ANAPC16	119504	ENSG00000166295
HGNC:482	ANCR		
HGNC:33355	ANE1		
HGNC:483	ANG	283	ENSG00000214274
HGNC:19961	ANGEL1	23357	ENSG00000013523
HGNC:30534	ANGEL2	90806	ENSG00000174606
HGNC:484	ANGPT1	284	ENSG00000154188
HGNC:485	ANGPT2	285	ENSG00000091879
HGNC:486	ANGPT3		
HGNC:487	ANGPT4	51378	ENSG00000101280
HGNC:488	ANGPT5		
HGNC:489	ANGPTL1	9068	ENSG00000116194
HGNC:490	ANGPTL2	23452	ENSG00000136859
HGNC:491	ANGPTL3	27329	ENSG00000132855
HGNC:16039	ANGPTL4	51129	ENSG00000167772
HGNC:19705	ANGPTL5	253935	ENSG00000187151
HGNC:23140	ANGPTL6	83854	ENSG00000130812
HGNC:24078	ANGPTL7	10218	ENSG00000171819
HGNC:24933	ANGPTL8	55908	ENSG00000130173
HGNC:40024	ANHX	647589	ENSG00000227059
HGNC:17627	ANIB1		
HGNC:31941	ANIB2		
HGNC:31942	ANIB3		
HGNC:31943	ANIB4		
HGNC:492	ANK1	286	ENSG00000029534
HGNC:493	ANK2	287	ENSG00000145362
HGNC:40076	ANK2-AS1	105377373	ENSG00000248152
HGNC:494	ANK3	288	ENSG00000151150
HGNC:54102	ANK3-DT	105378320	ENSG00000254271
HGNC:26350	ANKAR	150709	ENSG00000151687
